ringName,URL,dob,pob,gender,notes
"[""Hartley Jackson""]",/wrestlers/hartley-jackson-2552.html,Apr 17th 1980,"Perth, Western Australia",male,
"[""Haru Sonoda""]",/wrestlers/haru-sonoda-4091.html,Sep 15th 1956,"Kobayashi, Miyazaki",male,Deceased
"[""Haruka Eigen""]",/wrestlers/haruka-eigen-4739.html,Jan 11th 1946,"Ishikawa, Ishikawa",male,Deceased
"[""Haruka Matsuo""]",/wrestlers/haruka-matsuo-8970.html,Feb 13th 1987,"Unknown, Kanagawa",female,
"[""Harv Sihra""]",/wrestlers/harv-sihra-9288.html,Nov 2nd 1987,"Burnaby, British Columbia",male,
"[""Harvey Bower""]",/wrestlers/harvey-bower-11351.html,unknown,Unknown,male,
"[""Harvey Martin""]",/wrestlers/harvey-martin-44.html,Nov 16th 1950,"Dallas, Texas",male,Deceased
"[""Harvey Nichols""]",/wrestlers/harvey-nichols-10825.html,unknown,Unknown,male,
"[""Harvey Whippleman""]",/wrestlers/harvey-whippleman-3161.html,Oct 27th 1965,"Unknown, Unknown",male,
"[""Harvina""]",/wrestlers/harvina-3161.html,Oct 27th 1965,"Unknown, Unknown",male,
"[""Hash Brown""]",/wrestlers/hash-brown-11315.html,unknown,Unknown,male,
"[""Hashif Khan""]",/wrestlers/hashif-khan-612.html,Jul 3rd 1965,"Toki City, Gifu",male,Deceased
"[""Hashtag the Moondog""]",/wrestlers/hashtag-the-moondog-9835.html,unknown,Unknown,male,
"[""Hasumakoto""]",/wrestlers/hasumakoto-1921.html,Aug 30th 1975,"Kawanabe, Kagoshima",male,
"[""HATE""]",/wrestlers/hate-8838.html,Oct 3rd 1972,"Mülheim, North Rhine-Westphalia",male,
"[""Hate""]",/wrestlers/hate-616.html,Dec 30th 1969,"Tokyo, Tokyo",male,
"[""Hate""]",/wrestlers/hate-9709.html,unknown,Unknown,male,
"[""Hator""]",/wrestlers/hator-6845.html,Jan 31st 1976,"Monterrey, Nuevo León",male,
"[""Havanna The Terror""]",/wrestlers/havanna-the-terror-5197.html,unknown,Unknown,male,
"[""Havoc""]",/wrestlers/havoc-3634.html,unknown,Unknown,male,
"[""Havoc""]",/wrestlers/havoc-885.html,Apr 27th 1974,"Merritt, British Columbia",male,
"[""Havoc""]",/wrestlers/havoc-13292.html,unknown,,male,
"[""Havoc Shade""]",/wrestlers/havoc-shade-13401.html,unknown,,male,
"[""Havok""]",/wrestlers/havok-885.html,Apr 27th 1974,"Merritt, British Columbia",male,
"[""Havok""]",/wrestlers/havok-10869.html,unknown,Unknown,male,
"[""Havok""]",/wrestlers/havok-6582.html,Jun 20th 1986,"Canton, Ohio",female,
"[""Hawaii Allen""]",/wrestlers/hawaii-allen-10067.html,May 17th 1977,"Unknown, Hawaii",male,
"[""Hawaiian Hurricane""]",/wrestlers/hawaiian-hurricane-5437.html,Aug 30th 1958,"Unknown, Hawaii",male,
"[""Hawaiian Kid""]",/wrestlers/hawaiian-kid-1518.html,unknown,Unknown,male,
"[""Hawaiian Lion""]",/wrestlers/hawaiian-lion-3778.html,unknown,"Hilo, Hawaii",male,
"[""Hawk""]",/wrestlers/hawk-125.html,Sep 12th 1957,"Chicago, Illinois",male,Deceased
"[""Hawk Warrior""]",/wrestlers/hawk-warrior-125.html,Sep 12th 1957,"Chicago, Illinois",male,Deceased
"[""Hawlee Cromwell""]",/wrestlers/hawlee-cromwell-13850.html,unknown,"Unknown, Unknown",female,
"[""Hawlee Layne""]",/wrestlers/hawlee-layne-13850.html,unknown,"Unknown, Unknown",female,
"[""Hayabusa""]",/wrestlers/hayabusa-726.html,Nov 29th 1968,"Yatsuhiro, Kumamoto",male,Deceased
"[""Hayabusa-cito""]",/wrestlers/hayabusa-cito-5678.html,May 21st 1982,"Neyagawa, Osaka",male,
"[""HAYATA""]",/wrestlers/hayata-13225.html,unknown,"Hiroshima, Hiroshima",male,
"[""HAYATA""]",/wrestlers/hayata-6092.html,Nov 13th 1986,"Suita, Osaka",male,
"[""Hayato Fujita""]",/wrestlers/hayato-fujita-6091.html,Sep 20th 1986,"Adachi, Tokyo",male,
"[""Hayato Mashita""]",/wrestlers/hayato-mashita-9536.html,unknown,"Unknown, Unknown",male,
"[""Hayato Nanjo""]",/wrestlers/hayato-nanjo-8907.html,unknown,"Himeji, Hyogo",male,
"[""Hayato Nanjyo""]",/wrestlers/hayato-nanjyo-8907.html,unknown,"Himeji, Hyogo",male,
"[""Hayden Young""]",/wrestlers/hayden-young-8080.html,unknown,"Marietta, Georgia",male,
"[""Hayley Shadows""]",/wrestlers/hayley-shadows-9419.html,unknown,Unknown,female,
"[""Haystacks Calhoun""]",/wrestlers/haystacks-calhoun-4958.html,Aug 2nd 1934,"McKinney, Texas",male,Deceased
"[""Haystacks Calhoun, Jr.""]",/wrestlers/haystacks-calhoun-jr-1432.html,unknown,"Unknown, Florida",male,
"[""Hazuki""]",/wrestlers/hazuki-14340.html,unknown,"Fukuoka, Fukuoka",female,
"[""Head""]",/wrestlers/head-269.html,unknown,Unknown,unspecified,
"[""Headbanger Mosh""]",/wrestlers/headbanger-mosh-232.html,May 28th 1969,"Cherry Hill, New Jersey",male,
"[""Alexander the Great""]",/wrestlers/alexander-the-great-6655.html,unknown,Unknown,male,
"[""Alexander The Magnificent""]",/wrestlers/alexander-the-magnificent-2082.html,unknown,Unknown,male,
"[""Alexander Thorne""]",/wrestlers/alexander-thorne-15030.html,unknown,,male,
"[""Alexander Timonov""]",/wrestlers/alexander-timonov-8009.html,unknown,"Unknown, Unknown",male,
"[""Alexander Wolfe""]",/wrestlers/alexander-wolfe-7315.html,Nov 5th 1986,"Dresden, Sachsen-Anhalt",male,
"[""Alexandra York""]",/wrestlers/alexandra-york-304.html,Oct 5th 1966,"Live Oak, Florida",female,
"[""Alexandre Rudolph""]",/wrestlers/alexandre-rudolph-4461.html,unknown,Unknown,male,
"[""Alexei Strongkov""]",/wrestlers/alexei-strongkov-7625.html,unknown,"Butler, New Jersey",male,
"[""Alexi Taktarov""]",/wrestlers/alexi-taktarov-2454.html,unknown,Unknown,male,
"[""Alexia""]",/wrestlers/alexia-11607.html,unknown,"Unknown, Ontario",female,
"[""Alexia Nicole""]",/wrestlers/alexia-nicole-11607.html,unknown,"Unknown, Ontario",female,
"[""Alexis Darevko""]",/wrestlers/alexis-darevko-10138.html,Oct 7th 1976,"Sacramento, California",male,
"[""Alexis Laree""]",/wrestlers/alexis-laree-436.html,Aug 31st 1979,"Montpelier, Virginia",female,
"[""Alexis Machine""]",/wrestlers/alexis-machine-2167.html,unknown,"Tallahassee, Florida",male,
"[""Alexis Rose""]",/wrestlers/alexis-rose-13258.html,unknown,"Unknown, England",female,
"[""Alexis Smirnoff""]",/wrestlers/alexis-smirnoff-507.html,Feb 9th 1947,"St. Lim, Quebec",male,Deceased
"[""Alextreme""]",/wrestlers/alextreme-13884.html,Jan 26th 1979,"Unknown, Quebec",male,
"[""Alexxis""]",/wrestlers/alexxis-3960.html,Jan 7th 1987,"San Diego, California",female,
"[""Alexxis Nevaeh""]",/wrestlers/alexxis-nevaeh-3960.html,Jan 7th 1987,"San Diego, California",female,
"[""Alexxus""]",/wrestlers/alexxus-3960.html,Jan 7th 1987,"San Diego, California",female,
"[""Aleyah Mia""]",/wrestlers/aleyah-mia-15380.html,unknown,,female,
"[""Alfa""]",/wrestlers/alfa-6825.html,Jun 9th 1977,"Tetitlan, Guerrero",male,
"[""Alfonso Dantes""]",/wrestlers/alfonso-dantes-980.html,Apr 13th 1943,"Guadalajara, Tijuana",male,Deceased
"[""Alfred Watkins""]",/wrestlers/alfred-watkins-10805.html,unknown,"Sacramento, California",male,
"[""Alfredo""]",/wrestlers/alfredo-9157.html,unknown,Unknown,male,
"[""Alfredo Calzone""]",/wrestlers/alfredo-calzone-6585.html,unknown,Unknown,male,
"[""Alfredo Travieso""]",/wrestlers/alfredo-travieso-2292.html,unknown,Unknown,male,
"[""Ali""]",/wrestlers/ali-4336.html,unknown,"Bolingbrook, Illinois",male,
"[""Ali""]",/wrestlers/ali-7612.html,unknown,"St. Louis, Missouri",male,
"[""Ali""]",/wrestlers/ali-3451.html,unknown,"Richmond, Kentucky",male,
"[""Ali Akbar""]",/wrestlers/ali-akbar-3451.html,unknown,"Richmond, Kentucky",male,
"[""Ali Armstrong""]",/wrestlers/ali-armstrong-12550.html,unknown,Unknown,male,
"[""Ali Bama""]",/wrestlers/ali-bama-15233.html,unknown,,female,
"[""Ali Cunningham""]",/wrestlers/ali-cunningham-13279.html,unknown,"Lisburn, Northern Ireland",male,
"[""Ali Hassan""]",/wrestlers/ali-hassan-7057.html,unknown,"Danville, Illinois",male,
"[""Ali Hussein""]",/wrestlers/ali-hussein-1831.html,Sep 16th 1981,Unknown,male,
"[""Ali Khan""]",/wrestlers/ali-khan-1155.html,unknown,"Minneapolis, Minnesota",male,
"[""Ali M. Shabazz""]",/wrestlers/ali-m-shabazz-12972.html,Mar 23rd 1981,"Jersey City, New Jersey",male,
"[""Ali Mansour""]",/wrestlers/ali-mansour-4239.html,unknown,Unknown,male,
"[""Ali Muhammad""]",/wrestlers/ali-muhammad-3451.html,unknown,"Richmond, Kentucky",male,
"[""Ali Stevens""]",/wrestlers/ali-stevens-7612.html,unknown,"St. Louis, Missouri",male,
"[""Ali-Babwah""]",/wrestlers/ali-babwah-10638.html,unknown,Unknown,male,
"[""Aliaddin""]",/wrestlers/aliaddin-3451.html,unknown,"Richmond, Kentucky",male,
"[""Alicia""]",/wrestlers/alicia-5420.html,Jan 28th 1987,"Hackensack, New Jersey",female,
"[""Alicia Fox""]",/wrestlers/alicia-fox-3889.html,Jun 30th 1986,"Ponte Vedra Beach, Florida",female,
"[""Alicia Webb""]",/wrestlers/alicia-webb-9120.html,May 4th 1979,"Houston, Texas",female,
"[""Alisha Edwards""]",/wrestlers/alisha-edwards-3960.html,Jan 7th 1987,"San Diego, California",female,
"[""Alissa Flash""]",/wrestlers/alissa-flash-1909.html,Aug 16th 1982,"Los Angeles, California",female,
"[""Alister""]",/wrestlers/alister-4345.html,Oct 6th 1972,Unknown,male,
"[""Alister Fear""]",/wrestlers/alister-fear-4345.html,Oct 6th 1972,Unknown,male,
"[""Alister Wilde""]",/wrestlers/alister-wilde-13754.html,unknown,,male,
"[""Aliya""]",/wrestlers/aliya-15312.html,unknown,"Wakayama, Wakayama",female,Deceased
"[""Aliyah""]",/wrestlers/aliyah-11598.html,Nov 23rd 1994,"Toronto, Ontario",female,
"[""Alkatrazz""]",/wrestlers/alkatrazz-3562.html,Oct 8th 1971,"Vista, California",male,
"[""Alki Holic""]",/wrestlers/alki-holic-15110.html,unknown,,male,
"[""All American Beetle""]",/wrestlers/all-american-beetle-9582.html,unknown,Unknown,male,
"[""All-Star Lou""]",/wrestlers/all-star-lou-12070.html,unknown,"New York, New York",male,
"[""Allan Coulter""]",/wrestlers/allan-coulter-14606.html,unknown,"London, Ontario",male,
"[""Allan Funk""]",/wrestlers/allan-funk-765.html,Jul 6th 1971,"Alliance, Ohio",male,
"[""Allan Reed""]",/wrestlers/allan-reed-8475.html,unknown,Unknown,male,
"[""Allan The Arm""]",/wrestlers/allan-the-arm-10619.html,unknown,Unknown,male,
"[""Allen Coage""]",/wrestlers/allen-coage-74.html,Oct 22nd 1943,"New York, New York",male,Deceased
"[""Allen Iron Eagle""]",/wrestlers/allen-iron-eagle-675.html,Jul 1st 1973,"Tampa, Florida",male,
"[""Allen Kinsey""]",/wrestlers/allen-kinsey-7469.html,unknown,"Bowman, South Carolina",male,
"[""Allen Martin""]",/wrestlers/allen-martin-6963.html,unknown,"Houston, Texas",male,
"[""Allen Michaels""]",/wrestlers/allen-michaels-10134.html,unknown,Unknown,male,
"[""Allen Razam""]",/wrestlers/allen-razam-10067.html,May 17th 1977,"Unknown, Hawaii",male,
"[""Allen Reid""]",/wrestlers/allen-reid-8475.html,unknown,Unknown,male,
"[""Allen Turner""]",/wrestlers/allen-turner-7056.html,Apr 19th 1984,"Ashtabula, Ohio",male,
"[""Allie""]",/wrestlers/allie-5519.html,Sep 9th 1985,"Toronto, Ontario",female,
"[""Allie Catrina""]",/wrestlers/allie-catrina-15246.html,unknown,"Unknown, Unknown",female,
"[""Allie Kat""]",/wrestlers/allie-kat-13361.html,unknown,,female,
"[""Allie Parker""]",/wrestlers/allie-parker-9956.html,unknown,"Unknown, California",female,
"[""Allie Recks""]",/wrestlers/allie-recks-12773.html,unknown,"Carteret, New Jersey",female,
"[""Allie Spirit""]",/wrestlers/allie-spirit-9708.html,unknown,Unknown,female,
"[""Alliens""]",/wrestlers/alliens-6861.html,Feb 24th 1976,"Mexico City, Federal District",male,
"[""Allison Danger""]",/wrestlers/allison-danger-1765.html,Mar 30th 1977,"Winnipeg, Manitoba",female,
"[""Allison Royal""]",/wrestlers/allison-royal-4028.html,Sep 7th 1967,"Unknown, Florida",female,
"[""Allison Wonderland""]",/wrestlers/allison-wonderland-10874.html,unknown,"Saint Paul, Minnesota",female,
"[""Allysin Kay""]",/wrestlers/allysin-kay-8203.html,Nov 5th 1987,"Detroit, Michigan",female,
"[""Alofa""]",/wrestlers/alofa-2566.html,May 6th 1970,"Allentown, Pennsylvania",male,
"[""Alofa the Samoan Tank""]",/wrestlers/alofa-the-samoan-tank-5677.html,unknown,Unknown,male,
"[""Aloicious Hamilton""]",/wrestlers/aloicious-hamilton-13663.html,unknown,,male,
"[""Aloisia""]",/wrestlers/aloisia-7086.html,Jul 28th 1987,"Walnut Creek, California",female,
"[""Alonzo Alvarez""]",/wrestlers/alonzo-alvarez-14396.html,unknown,,male,
"[""Alonzo Larkin""]",/wrestlers/alonzo-larkin-13386.html,unknown,,male,
"[""Alpha""]",/wrestlers/alpha-11850.html,unknown,Unknown,male,
"[""Alpha Omega""]",/wrestlers/alpha-omega-14351.html,unknown,,male,
"[""Altar Boy Jade Dawson""]",/wrestlers/altar-boy-jade-dawson-9861.html,unknown,Unknown,male,
"[""Altar Boy Luke""]",/wrestlers/altar-boy-luke-862.html,Jul 8th 1981,"New Orleans, Louisiana",male,
"[""Altar Boy Matthew""]",/wrestlers/altar-boy-matthew-15278.html,unknown,,male,
"[""Alundra Blayze""]",/wrestlers/alundra-blayze-178.html,Feb 6th 1963,"Milan, Lombardy",female,
"[""Alverado""]",/wrestlers/alverado-12846.html,unknown,Unknown,male,
"[""Alvin Alvarez""]",/wrestlers/alvin-alvarez-12001.html,unknown,"Unknown, New York",male,
"[""Alyx $ky""]",/wrestlers/alyx-ky-15246.html,unknown,"Unknown, Unknown",female,
"[""Amadeus""]",/wrestlers/amadeus-5667.html,May 26th 1966,"Unknown, Unknown",male,
"[""Amanda Carolina Rodriguez""]",/wrestlers/amanda-carolina-rodriguez-9718.html,unknown,"Charlotte, North Carolina",female,
"[""Amanda Rodriguez""]",/wrestlers/amanda-rodriguez-9718.html,unknown,"Charlotte, North Carolina",female,
"[""Amanda Saccomanno""]",/wrestlers/amanda-saccomanno-11904.html,unknown,"Westchester, New York",female,
"[""Amanda The Bloodthirsty Vixen""]",/wrestlers/amanda-the-bloodthirsty-vixen-10013.html,Dec 28th 1982,Unknown,female,
"[""King Cob""]",/wrestlers/king-cob-11500.html,unknown,Unknown,male,
"[""King Cobra""]",/wrestlers/king-cobra-1113.html,Mar 14th 1948,"Unknown, South Carolina",male,
"[""King Constantine""]",/wrestlers/king-constantine-12216.html,Nov 26th 1986,"City of Belgrade, Belgrade",male,
"[""King Cuerno""]",/wrestlers/king-cuerno-7089.html,unknown,"Mexico City, Federal District",male,
"[""King Curtis Iaukea""]",/wrestlers/king-curtis-iaukea-4976.html,Sep 15th 1937,"Honolulu, Hawaii",male,Deceased
"[""King Dabada""]",/wrestlers/king-dabada-5677.html,unknown,Unknown,male,
"[""King Danza""]",/wrestlers/king-danza-7357.html,unknown,Unknown,male,
"[""King Fale""]",/wrestlers/king-fale-6169.html,Jan 8th 1982,"Unknown, Unknown",male,
"[""King Favi""]",/wrestlers/king-favi-15268.html,unknown,,male,
"[""King Faviano""]",/wrestlers/king-faviano-15268.html,unknown,,male,
"[""King Giraffa""]",/wrestlers/king-giraffa-413.html,Feb 28th 1977,"Orange County, California",male,
"[""King Haku""]",/wrestlers/king-haku-47.html,Feb 10th 1959,"Nukualofa, Tongatapu",male,
"[""King Hippo""]",/wrestlers/king-hippo-10063.html,unknown,Unknown,male,
"[""King Jeter""]",/wrestlers/king-jeter-11277.html,unknown,"New York, New York",male,
"[""King Joe""]",/wrestlers/king-joe-917.html,Mar 17th 1979,"Orange County, California",male,
"[""King Kahlua""]",/wrestlers/king-kahlua-5437.html,Aug 30th 1958,"Unknown, Hawaii",male,
"[""King Kaluha""]",/wrestlers/king-kaluha-5437.html,Aug 30th 1958,"Unknown, Hawaii",male,
"[""King Khash""]",/wrestlers/king-khash-12552.html,unknown,,male,
"[""King Kong""]",/wrestlers/king-kong-630.html,unknown,Unknown,male,
"[""King Kong Brody""]",/wrestlers/king-kong-brody-976.html,Jun 18th 1946,"Detroit, Michigan",male,Deceased
"[""King Kong Bundy""]",/wrestlers/king-kong-bundy-3.html,Nov 7th 1957,"Atlantic City, New Jersey",male,Deceased
"[""King Kong Crusty""]",/wrestlers/king-kong-crusty-1993.html,unknown,Unknown,male,
"[""King Kong Fu""]",/wrestlers/king-kong-fu-2907.html,unknown,"New York, New York",male,
"[""King Kong Mosca""]",/wrestlers/king-kong-mosca-5124.html,Mar 13th 1938,"Waltham, Massachusetts",male,
"[""King Konga""]",/wrestlers/king-konga-93.html,Sep 6th 1958,"Nukualofa, Tongatapu",male,
"[""King Konstantine""]",/wrestlers/king-konstantine-12216.html,Nov 26th 1986,"City of Belgrade, Belgrade",male,
"[""King Mabel""]",/wrestlers/king-mabel-170.html,Feb 14th 1972,"Memphis, Tennessee",male,Deceased
"[""King Maxel""]",/wrestlers/king-maxel-13251.html,Jun 23rd 2015,"Unknown, Unknown",male,
"[""King Mega""]",/wrestlers/king-mega-2795.html,unknown,"Wilson, North Carolina",male,
"[""King Mo""]",/wrestlers/king-mo-9578.html,Jan 11th 1981,"Murfreesboro, Tennessee",male,
"[""King Parsons""]",/wrestlers/king-parsons-520.html,unknown,"St. Louis, Missouri",male,
"[""King Phoenix""]",/wrestlers/king-phoenix-7498.html,Dec 30th 1990,"Mexico City, Federal District",male,
"[""King Pocota""]",/wrestlers/king-pocota-5387.html,Jan 22nd 1983,"Ichikawa City, Chiba",male,
"[""King Reginald""]",/wrestlers/king-reginald-3197.html,unknown,"Memphis, Tennessee",male,
"[""King Reno""]",/wrestlers/king-reno-10211.html,unknown,"Unknown, Unknown",male,
"[""King RIKI""]",/wrestlers/king-riki-5852.html,Jan 4th 1964,"Saiki, Oita",male,
"[""King Shane Williams""]",/wrestlers/king-shane-williams-9992.html,unknown,Unknown,male,
"[""King Shisa""]",/wrestlers/king-shisa-2253.html,Jan 24th 1969,"Mexico City, Federal District",male,
"[""King Sleazy""]",/wrestlers/king-sleazy-480.html,unknown,Unknown,male,
"[""King Tonga""]",/wrestlers/king-tonga-47.html,Feb 10th 1959,"Nukualofa, Tongatapu",male,
"[""King Tonga Jr.""]",/wrestlers/king-tonga-jr-6260.html,Oct 15th 1982,"Kissimmee, Florida",male,
"[""King V.""]",/wrestlers/king-v-170.html,Feb 14th 1972,"Memphis, Tennessee",male,Deceased
"[""King Vu""]",/wrestlers/king-vu-9143.html,unknown,"Daytona Beach, Florida",male,
"[""Kingdom James""]",/wrestlers/kingdom-james-2078.html,Apr 9th 1971,"Toronto, Ontario",male,
"[""Kingi""]",/wrestlers/kingi-7939.html,unknown,"Waitakere City, Auckland",male,
"[""Kingman""]",/wrestlers/kingman-14081.html,unknown,"Halifax, Nova Scotia",male,
"[""Kingpin Price""]",/wrestlers/kingpin-price-6207.html,unknown,Unknown,male,
"[""Kingpin Schaffer""]",/wrestlers/kingpin-schaffer-6208.html,unknown,Unknown,male,
"[""Kings of Pain #1""]",/wrestlers/kings-of-pain-1-11017.html,unknown,Unknown,male,
"[""Kings of Pain #2""]",/wrestlers/kings-of-pain-2-11018.html,unknown,Unknown,male,
"[""Kingston""]",/wrestlers/kingston-1918.html,Dec 12th 1981,"Yonkers, New York",male,
"[""Kingston Eclipse""]",/wrestlers/kingston-eclipse-12763.html,unknown,"Auckland, Auckland",male,
"[""Kinky Kenneth""]",/wrestlers/kinky-kenneth-10156.html,unknown,"Unknown, New Jersey",male,
"[""Kinnally the Conqueror""]",/wrestlers/kinnally-the-conqueror-12572.html,unknown,"Unknown, New Jersey",male,
"[""Kintaman""]",/wrestlers/kintaman-786.html,Aug 9th 1970,"Mie, Oita",male,
"[""Kintaro Kanemura""]",/wrestlers/kintaro-kanemura-786.html,Aug 9th 1970,"Mie, Oita",male,
"[""Kintaro Oki""]",/wrestlers/kintaro-oki-1021.html,Feb 24th 1929,"Jeollanam-do, South Korea",male,Deceased
"[""Kinugawan Piranha Monster""]",/wrestlers/kinugawan-piranha-monster-5810.html,unknown,Unknown,male,
"[""Kinya Okada""]",/wrestlers/kinya-okada-14648.html,Nov 17th 1992,"Osaka, Osaka",male,
"[""Kip Abee""]",/wrestlers/kip-abee-4649.html,unknown,Unknown,male,
"[""Kip Gunn""]",/wrestlers/kip-gunn-158.html,Nov 11th 1963,"Orlando, Florida",male,
"[""Kip James""]",/wrestlers/kip-james-158.html,Nov 11th 1963,"Orlando, Florida",male,
"[""Kip Morris""]",/wrestlers/kip-morris-10824.html,unknown,"Lexington, Tennessee",male,
"[""Kip Sabian""]",/wrestlers/kip-sabian-13959.html,May 19th 1992,"Great Yarmouth, England",male,
"[""Kip Stevens""]",/wrestlers/kip-stevens-8983.html,Jul 5th 1983,"New York, New York",male,
"[""Kira""]",/wrestlers/kira-9415.html,unknown,"Sherbrooke, Quebec",female,
"[""Kirby Mack""]",/wrestlers/kirby-mack-1809.html,Nov 25th 1983,"Philadelphia, Pennsylvania",male,
"[""Kirby Marcos""]",/wrestlers/kirby-marcos-1747.html,Oct 16th 1981,"Unknown, New York",male,
"[""Kirk Dredd""]",/wrestlers/kirk-dredd-1337.html,unknown,Unknown,male,
"[""Kirk The APW Clown""]",/wrestlers/kirk-the-apw-clown-10454.html,unknown,Unknown,male,
"[""Kirk Warmack""]",/wrestlers/kirk-warmack-11859.html,unknown,"Unknown, Ontario",male,
"[""Kishan Raftar""]",/wrestlers/kishan-raftar-12213.html,unknown,"Unknown, Unknown",male,
"[""Kishi""]",/wrestlers/kishi-154.html,Oct 11th 1965,"San Francisco, California",male,
"[""Kishin Kawabata""]",/wrestlers/kishin-kawabata-5276.html,Apr 28th 1965,"Oshimagun, Kanagawa",male,
"[""Kishin Liger""]",/wrestlers/kishin-liger-576.html,Nov 30th 1964,"Hiroshima, Hiroshima",male,
"[""Kishiwada King""]",/wrestlers/kishiwada-king-2664.html,May 16th 1973,"Iwaki, Fukushima",male,
"[""Kiss""]",/wrestlers/kiss-5562.html,Jun 2nd 1959,"Jerez, Zacatecas",male,
"[""Kit Carson""]",/wrestlers/kit-carson-2384.html,unknown,Unknown,male,
"[""Kit Osborne""]",/wrestlers/kit-osborne-6689.html,unknown,"Unknown, Pennsylvania",male,
"[""Kit Osbourne""]",/wrestlers/kit-osbourne-6689.html,unknown,"Unknown, Pennsylvania",male,
"[""Kitana Baker""]",/wrestlers/kitana-baker-363.html,Jul 15th 1977,"Anaheim, California",female,
"[""Kitana Vera""]",/wrestlers/kitana-vera-9970.html,Aug 22nd 1983,"Stanton, California",female,
"[""Kitsune""]",/wrestlers/kitsune-9073.html,unknown,"Ottawa, Ontario",male,
"[""Kitty Adams""]",/wrestlers/kitty-adams-5079.html,unknown,Unknown,female,
"[""Kitzune Nanoko""]",/wrestlers/kitzune-nanoko-7184.html,Feb 14th 1988,"Unknown, Unknown",female,
"[""Kiwi Jello""]",/wrestlers/kiwi-jello-10445.html,unknown,Unknown,male,
"[""Kiyonari Sanada""]",/wrestlers/kiyonari-sanada-5261.html,Jan 28th 1988,"Niigata, Niigata",male,
"[""Kiyoshi""]",/wrestlers/kiyoshi-3628.html,Jul 17th 1978,"Takarazuka City, Osaka",male,
"[""Kiyoshi Tamura""]",/wrestlers/kiyoshi-tamura-2119.html,Dec 17th 1969,"Okayama, Okayama",male,
"[""Kizarny""]",/wrestlers/kizarny-866.html,Aug 29th 1973,"Toronto, Ontario",male,
"[""Klaus""]",/wrestlers/klaus-3029.html,May 17th 1985,"Ede, Gelderland",male,
"[""Klaus Wallace""]",/wrestlers/klaus-wallace-5251.html,unknown,Unknown,male,
"[""Kliff Hanger""]",/wrestlers/kliff-hanger-3495.html,unknown,Unknown,male,
"[""Klondike Bill""]",/wrestlers/klondike-bill-2221.html,Dec 1st 1931,"Calgary, Alberta",male,Deceased
"[""Klondike Grizzly""]",/wrestlers/klondike-grizzly-6036.html,unknown,"Unknown, Unknown",male,
"[""Klondike Kremlin""]",/wrestlers/klondike-kremlin-6036.html,unknown,"Unknown, Unknown",male,
"[""KM""]",/wrestlers/km-3010.html,Feb 10th 1983,"Brooklyn, New York",male,
"[""Knight Rider""]",/wrestlers/knight-rider-1989.html,unknown,Unknown,male,
"[""Knight Wagner""]",/wrestlers/knight-wagner-8323.html,unknown,"Muscatine, Iowa",male,
"[""Knox""]",/wrestlers/knox-465.html,Jul 16th 1978,"San Bernardino, California",male,
"[""Michael W. Kruel""]",/wrestlers/michael-w-kruel-1869.html,unknown,"New York, New York",male,
"[""Michael Wallstreet""]",/wrestlers/michael-wallstreet-13.html,Mar 30th 1958,"St. Petersburg, Florida",male,
"[""Michael Wolf""]",/wrestlers/michael-wolf-14956.html,unknown,"Owasso, Oklahoma",male,
"[""Michael Youngblood""]",/wrestlers/michael-youngblood-3761.html,unknown,Unknown,male,
"[""Michaels Amaydeo""]",/wrestlers/michaels-amaydeo-12623.html,unknown,,male,
"[""Michale Graves""]",/wrestlers/michale-graves-8809.html,Mar 21st 1975,"Unknown, New Jersey",male,
"[""Michale Patrón""]",/wrestlers/michale-patrn-3292.html,Oct 5th 1986,"Los Angeles, California",male,
"[""Michel DuBois""]",/wrestlers/michel-dubois-507.html,Feb 9th 1947,"St. Lim, Quebec",male,Deceased
"[""Michelle McCool""]",/wrestlers/michelle-mccool-407.html,Jan 25th 1980,"Palatka, Florida",female,
"[""Michelle Morgan""]",/wrestlers/michelle-morgan-10626.html,Aug 13th 1980,"Provo, Utah",male,
"[""Michelle Starr""]",/wrestlers/michelle-starr-1539.html,May 30th 1968,"Torrance, California",male,
"[""Michelle Webb""]",/wrestlers/michelle-webb-13111.html,unknown,,female,
"[""Michelobeastovitch""]",/wrestlers/michelobeastovitch-6383.html,Apr 25th 1986,"Louisville, Kentucky",male,
"[""Michiko Miyagi""]",/wrestlers/michiko-miyagi-12923.html,Mar 16th 1993,"Yamaguchi, Yamaguchi",female,
"[""Michiko Nagashima""]",/wrestlers/michiko-nagashima-9179.html,Sep 26th 1970,"Shibukawa, Gunma",female,
"[""Michiko Omukai""]",/wrestlers/michiko-omukai-4765.html,May 30th 1975,"Kuji, Iwate",female,
"[""Michinoku Ranger Gold""]",/wrestlers/michinoku-ranger-gold-5396.html,Oct 6th 1983,"Unknown, Shizuoka",male,
"[""Michio Kageyama""]",/wrestlers/michio-kageyama-7358.html,unknown,Unknown,male,
"[""Michip""]",/wrestlers/michip-14023.html,unknown,,male,
"[""Michiyoshi Ohara""]",/wrestlers/michiyoshi-ohara-607.html,Nov 15th 1967,"Matsumoto, Nagano",male,
"[""Mick Foley""]",/wrestlers/mick-foley-209.html,Jun 7th 1965,"Bloomington, Indiana",male,
"[""Mick Kerrigan""]",/wrestlers/mick-kerrigan-6049.html,Aug 20th 1985,"Perth, Western Australia",male,
