ringName,URL,dob,pob,gender,notes
"[""Gemini""]",/wrestlers/gemini-15354.html,unknown,,male,
"[""Gemini Kid""]",/wrestlers/gemini-kid-11075.html,unknown,Unknown,male,
"[""Gemma Cross""]",/wrestlers/gemma-cross-12851.html,unknown,,female,
"[""Genba Hirayanagi""]",/wrestlers/genba-hirayanagi-5351.html,Mar 9th 1980,"Kawaguchi, Saitama",male,
"[""Gene Anderson""]",/wrestlers/gene-anderson-806.html,May 31st 1967,"Thunder Bay, Ontario",male,
"[""Gene Anderson""]",/wrestlers/gene-anderson-5948.html,unknown,"Saint Paul, Minnesota",male,Deceased
"[""Gene Austin""]",/wrestlers/gene-austin-4158.html,unknown,Unknown,male,
"[""Gene Dundee""]",/wrestlers/gene-dundee-5080.html,unknown,Unknown,male,
"[""Gene Kelly""]",/wrestlers/gene-kelly-1003.html,Nov 23rd 1928,"Edmonton, Alberta",male,Deceased
"[""Gene Kiniski""]",/wrestlers/gene-kiniski-1003.html,Nov 23rd 1928,"Edmonton, Alberta",male,Deceased
"[""Gene LeBell""]",/wrestlers/gene-lebell-9490.html,Oct 9th 1932,"Los Angeles, California",male,
"[""Gene Lewis""]",/wrestlers/gene-lewis-1220.html,unknown,"Humphreys County, Mississippi",male,Deceased
"[""Gene Ligon""]",/wrestlers/gene-ligon-1208.html,Oct 10th 1950,"Salisbury, North Carolina",male,
"[""Gene Madrid""]",/wrestlers/gene-madrid-1236.html,Dec 2nd 1933,"Villalba, Unknown",male,Deceased
"[""Gene Miller""]",/wrestlers/gene-miller-4405.html,unknown,Unknown,male,
"[""Gene Mondo""]",/wrestlers/gene-mondo-408.html,Jan 13th 1970,"Nesquehoning, Pennsylvania",male,
"[""Gene Okerlund""]",/wrestlers/gene-okerlund-953.html,Nov 29th 1942,"Robbinsdale, Minnesota",male,Deceased
"[""Gene Sartini""]",/wrestlers/gene-sartini-8197.html,unknown,Unknown,male,
"[""Gene Snisky""]",/wrestlers/gene-snisky-408.html,Jan 13th 1970,"Nesquehoning, Pennsylvania",male,
"[""Gene Snitsky""]",/wrestlers/gene-snitsky-408.html,Jan 13th 1970,"Nesquehoning, Pennsylvania",male,
"[""Gene Watson""]",/wrestlers/gene-watson-8760.html,unknown,Unknown,male,
"[""Gene Yates""]",/wrestlers/gene-yates-4671.html,unknown,Unknown,male,
"[""General Adnan""]",/wrestlers/general-adnan-134.html,Mar 1st 1939,"Baghdad, Baghdad Governorate",male,
"[""General Guan""]",/wrestlers/general-guan-15046.html,unknown,,male,
"[""General Okamoto""]",/wrestlers/general-okamoto-9053.html,unknown,"Unknown, Unknown",male,
"[""General Pope""]",/wrestlers/general-pope-462.html,May 23rd 1978,"Jacksonville, Florida",male,
"[""General Rection""]",/wrestlers/general-rection-336.html,Nov 10th 1966,"Titusville, Florida",male,
"[""Generic Bay Bland""]",/wrestlers/generic-bay-bland-3039.html,Apr 30th 1970,"Phoenix, Arizona",male,
"[""Genesis""]",/wrestlers/genesis-3400.html,Sep 28th 1980,"Choppatree, Michigan",male,
"[""Genético""]",/wrestlers/gentico-3408.html,Dec 19th 1975,"Guadalajara, Jalisco",male,
"[""Genichiro Tenryu""]",/wrestlers/genichiro-tenryu-132.html,Feb 2nd 1950,"Katsuyama, Fukui",male,
"[""Genio Del Aire""]",/wrestlers/genio-del-aire-10580.html,unknown,Unknown,male,
"[""Dave the Train""]",/wrestlers/dave-the-train-9458.html,unknown,Unknown,male,
"[""Dave Thornberg""]",/wrestlers/dave-thornberg-3186.html,unknown,Unknown,male,
"[""Dave Turner""]",/wrestlers/dave-turner-14576.html,unknown,,male,
"[""Dave Vaughn""]",/wrestlers/dave-vaughn-9422.html,unknown,Unknown,male,
"[""Dave Vicious""]",/wrestlers/dave-vicious-13223.html,unknown,,male,
"[""Dave Wagner""]",/wrestlers/dave-wagner-7378.html,unknown,"Unknown, Colorado",male,
"[""Dave Watson""]",/wrestlers/dave-watson-7862.html,unknown,Unknown,male,
"[""Dave Webb""]",/wrestlers/dave-webb-4171.html,unknown,"Kennett Square, Pennsylvania",male,
"[""Dave Webber""]",/wrestlers/dave-webber-13223.html,unknown,,male,
"[""Dave Wilson""]",/wrestlers/dave-wilson-8351.html,unknown,Unknown,male,
"[""Davey American""]",/wrestlers/davey-american-14491.html,unknown,"Moscow, Central",male,
"[""Davey Andrews""]",/wrestlers/davey-andrews-1844.html,unknown,"Greenwich, Connecticut",male,
"[""Davey Boy Sloan""]",/wrestlers/davey-boy-sloan-10847.html,unknown,Unknown,male,
"[""Davey Boy Smith""]",/wrestlers/davey-boy-smith-29.html,Nov 28th 1962,"Golborne, England",male,Deceased
"[""Davey Boy Smith""]",/wrestlers/davey-boy-smith-29.html,Nov 28th 1962,"Golborne, England",male,Deceased
"[""Davey Boy Smith Jr.""]",/wrestlers/davey-boy-smith-jr-2813.html,Aug 1st 1985,"Calgary, Alberta",male,
"[""Davey Cash""]",/wrestlers/davey-cash-8093.html,unknown,"Unknown, Massachusetts",male,
"[""Davey Daffodil""]",/wrestlers/davey-daffodil-3567.html,unknown,Unknown,male,
"[""Davey Deluxeo""]",/wrestlers/davey-deluxeo-6453.html,unknown,"Unknown, Unknown",male,
"[""Davey Gee""]",/wrestlers/davey-gee-3954.html,unknown,Unknown,male,
"[""Davey Green""]",/wrestlers/davey-green-13558.html,unknown,"Adelaide, South Australia",male,
"[""Davey Morton""]",/wrestlers/davey-morton-439.html,Jul 31st 1969,"Waynesboro, Virginia",male,
"[""Davey O'Hannon""]",/wrestlers/davey-o39hannon-5072.html,Jun 26th 1951,"Kansas City, Missouri",male,
"[""Davey Pisano""]",/wrestlers/davey-pisano-1717.html,unknown,Unknown,male,
"[""Davey Rich""]",/wrestlers/davey-rich-3181.html,Oct 30th 1962,"Memphis, Tennessee",male,
"[""Davey Richards""]",/wrestlers/davey-richards-1914.html,Mar 1st 1983,"Othello, Washington",male,
"[""Davey Starr""]",/wrestlers/davey-starr-1829.html,unknown,"Philadelphia, Pennsylvania",male,
"[""Davey Tyler""]",/wrestlers/davey-tyler-439.html,Jul 31st 1969,"Waynesboro, Virginia",male,
"[""Davey Vega""]",/wrestlers/davey-vega-4675.html,unknown,"Cleveland, Ohio",male,
"[""David Agate""]",/wrestlers/david-agate-10350.html,unknown,Unknown,male,
"[""David Ali""]",/wrestlers/david-ali-13509.html,unknown,,male,
"[""David Allen Crow""]",/wrestlers/david-allen-crow-9456.html,unknown,Unknown,male,
"[""David Anthony""]",/wrestlers/david-anthony-14210.html,unknown,,male,
"[""David Arquette""]",/wrestlers/david-arquette-856.html,Sep 8th 1971,"Winchester, Virginia",male,
"[""David Banyan""]",/wrestlers/david-banyan-11664.html,unknown,Unknown,male,
"[""David Beneteau""]",/wrestlers/david-beneteau-3986.html,Jul 16th 1968,Unknown,male,
"[""David Bertoch""]",/wrestlers/david-bertoch-3716.html,unknown,Unknown,male,
"[""David C.""]",/wrestlers/david-c-7591.html,unknown,Unknown,male,
"[""David Capps""]",/wrestlers/david-capps-1441.html,unknown,Unknown,male,
"[""David Cash""]",/wrestlers/david-cash-439.html,Jul 31st 1969,"Waynesboro, Virginia",male,
"[""David Clark""]",/wrestlers/david-clark-8920.html,Aug 5th 1986,"Omaha, Nebraska",male,
"[""David Clements""]",/wrestlers/david-clements-8482.html,unknown,Unknown,male,
"[""David Coleman""]",/wrestlers/david-coleman-7540.html,unknown,Unknown,male,
"[""David Crist""]",/wrestlers/david-crist-1901.html,Nov 10th 1982,"New Carlisle, Ohio",male,
"[""David Day""]",/wrestlers/david-day-5885.html,unknown,Unknown,male,
"[""David DeMarco""]",/wrestlers/david-demarco-11576.html,unknown,"Cleveland, Ohio",male,
"[""David Dennison""]",/wrestlers/david-dennison-14131.html,unknown,,male,
"[""David Deville""]",/wrestlers/david-deville-5996.html,unknown,"Oxford, England",male,
"[""David E. Jones""]",/wrestlers/david-e-jones-8751.html,Feb 4th 1983,"San Diego, California",male,
"[""David Fantastico""]",/wrestlers/david-fantastico-13845.html,unknown,"Unknown, England",male,
"[""David Finlay""]",/wrestlers/david-finlay-441.html,Jan 31st 1958,"Belfast, Northern Ireland",male,
"[""David Finlay""]",/wrestlers/david-finlay-11615.html,May 16th 1993,"Bremen, Bremen",male,
"[""David Flair""]",/wrestlers/david-flair-740.html,Mar 6th 1979,"Minneapolis, Minnesota",male,
"[""David Floridia""]",/wrestlers/david-floridia-9827.html,May 14th 1971,"Unknown, California",male,
"[""David Forrest""]",/wrestlers/david-forrest-13380.html,unknown,,male,
"[""David Francisco""]",/wrestlers/david-francisco-13845.html,unknown,"Unknown, England",male,
"[""David Fury""]",/wrestlers/david-fury-5919.html,unknown,Unknown,male,
"[""David Gold""]",/wrestlers/david-gold-7391.html,unknown,Unknown,male,
"[""David Graves""]",/wrestlers/david-graves-13196.html,unknown,"Leeds, England",male,
"[""David Guajardo""]",/wrestlers/david-guajardo-10603.html,Oct 21st 1967,"San Antonio, Texas",male,
"[""David Hart Smith""]",/wrestlers/david-hart-smith-2813.html,Aug 1st 1985,"Calgary, Alberta",male,
"[""David Haskins""]",/wrestlers/david-haskins-3181.html,Oct 30th 1962,"Memphis, Tennessee",male,
"[""David Heath""]",/wrestlers/david-heath-275.html,Feb 16th 1969,"Tampa, Florida",male,
"[""David Herro""]",/wrestlers/david-herro-13220.html,unknown,,male,
"[""David Higsey""]",/wrestlers/david-higsey-10504.html,unknown,Unknown,male,
"[""David Hintz""]",/wrestlers/david-hintz-5996.html,unknown,"Oxford, England",male,
"[""David Howard""]",/wrestlers/david-howard-7830.html,Jun 30th 1984,"Whiteville, North Carolina",male,
"[""David Isley""]",/wrestlers/david-isley-2798.html,unknown,"Unknown, North Carolina",male,
"[""David Jericho""]",/wrestlers/david-jericho-439.html,Jul 31st 1969,"Waynesboro, Virginia",male,
"[""David John Willard""]",/wrestlers/david-john-willard-10883.html,unknown,Unknown,male,
"[""David Kauffman""]",/wrestlers/david-kauffman-15255.html,unknown,Unknown,male,
"[""David Lanning""]",/wrestlers/david-lanning-7461.html,unknown,Unknown,male,
"[""David Lawless""]",/wrestlers/david-lawless-15036.html,unknown,"Pittsburgh, Pennsylvania",male,
"[""David Lee Gilbert""]",/wrestlers/david-lee-gilbert-2610.html,unknown,Unknown,male,
"[""David Lee Lorenze III""]",/wrestlers/david-lee-lorenze-iii-9212.html,unknown,"Jupiter, Florida",male,
"[""David Lee Mullet""]",/wrestlers/david-lee-mullet-11200.html,unknown,Unknown,male,
"[""David Lynch""]",/wrestlers/david-lynch-1974.html,unknown,Unknown,male,
"[""David Manning""]",/wrestlers/david-manning-4106.html,unknown,Unknown,male,
"[""David McCall""]",/wrestlers/david-mccall-10149.html,unknown,"Philadelphia, Pennsylvania",male,
"[""David Mercury""]",/wrestlers/david-mercury-6674.html,Jul 11th 1982,"Miami, Florida",male,
"[""David Moore""]",/wrestlers/david-moore-4663.html,unknown,Unknown,male,
"[""David Morgan""]",/wrestlers/david-morgan-5888.html,Dec 25th 1941,"Unknown, England",male,Deceased
"[""David Nelson""]",/wrestlers/david-nelson-634.html,unknown,Unknown,male,
"[""David Novak""]",/wrestlers/david-novak-8533.html,unknown,"Tombstone, Arizona",male,
"[""David O. T.""]",/wrestlers/david-o-t-8696.html,unknown,Unknown,male,
"[""David Olivieri""]",/wrestlers/david-olivieri-6674.html,Jul 11th 1982,"Miami, Florida",male,
"[""David Osborne""]",/wrestlers/david-osborne-8091.html,Jul 3rd 1985,"Chula Vista, California",male,
"[""David Otunga""]",/wrestlers/david-otunga-6094.html,Apr 7th 1980,"Elgin, Illinois",male,
"[""David Owen""]",/wrestlers/david-owen-3776.html,unknown,"Phoenix, Arizona",male,
"[""David Power""]",/wrestlers/david-power-597.html,unknown,Unknown,male,
"[""David Renegade""]",/wrestlers/david-renegade-2033.html,unknown,Unknown,male,
"[""David Ross""]",/wrestlers/david-ross-14878.html,unknown,"Unknown, Unknown",male,
"[""David Sammartino""]",/wrestlers/david-sammartino-7.html,Sep 29th 1960,"Pittsburgh, Pennsylvania",male,
"[""David Schultz""]",/wrestlers/david-schultz-4818.html,unknown,"Madison County, Tennessee",male,
"[""David Sierra""]",/wrestlers/david-sierra-542.html,unknown,"Miami, Florida",male,
"[""David Sizzle""]",/wrestlers/david-sizzle-9744.html,unknown,Unknown,male,
"[""David Skitz""]",/wrestlers/david-skitz-13766.html,unknown,"Unknown, Alabama",male,
"[""David Starr""]",/wrestlers/david-starr-8472.html,Feb 19th 1991,"Philadelphia, Pennsylvania",male,
"[""David Starr""]",/wrestlers/david-starr-1829.html,unknown,"Philadelphia, Pennsylvania",male,
"[""David Stoudemire""]",/wrestlers/david-stoudemire-7399.html,unknown,Unknown,male,
"[""Hisakatsu Oya""]",/wrestlers/hisakatsu-oya-4838.html,Jul 2nd 1964,"Kanazawa, Ishikawa",male,
"[""Hisamaru Tajima""]",/wrestlers/hisamaru-tajima-6082.html,Sep 8th 1977,"Ota, Tokyo",male,
"[""Hisao Tanaka""]",/wrestlers/hisao-tanaka-3735.html,unknown,"Unknown, California",male,Deceased
"[""Hisashi Shinma""]",/wrestlers/hisashi-shinma-1032.html,Mar 22nd 1935,"Shinjuku, Tokyo",male,
"[""Hishofuji""]",/wrestlers/hishofuji-14231.html,Jul 14th 1989,"Unknown, Unknown",male,
"[""Histeria""]",/wrestlers/histeria-4394.html,Jun 9th 1969,"Unknown, Unknown",male,
"[""Histeria (Super Crazy)""]",/wrestlers/histeria-super-crazy-425.html,Dec 3rd 1973,"Tulancingo, Hidalgo",male,
"[""Hito Okami""]",/wrestlers/hito-okami-5723.html,unknown,Unknown,male,
"[""Hitokiri""]",/wrestlers/hitokiri-7183.html,May 8th 1990,"Unknown, Kanagawa",female,
"[""Hitokui Yoshiki""]",/wrestlers/hitokui-yoshiki-4734.html,Mar 12th 1969,"Unknown, Unknown",male,
"[""Hitomi Kaikawa""]",/wrestlers/hitomi-kaikawa-5787.html,unknown,"Unknown, Unknown",male,
"[""Hitoshi Kumano""]",/wrestlers/hitoshi-kumano-9501.html,Nov 22nd 1991,"Unknown, Unknown",male,
"[""Hitsumabushi""]",/wrestlers/hitsumabushi-5732.html,unknown,Unknown,male,
"[""HIZAKARI""]",/wrestlers/hizakari-3079.html,Feb 3rd 1979,"Prescott, Arizona",male,
"[""Ho Ho Lun""]",/wrestlers/ho-ho-lun-12757.html,Jul 19th 1987,"Taipo, Hong Kong",male,
"[""Hobo Joe""]",/wrestlers/hobo-joe-11529.html,unknown,Unknown,male,
"[""Hog Wild""]",/wrestlers/hog-wild-7845.html,unknown,Unknown,male,
"[""Hoggy Bear""]",/wrestlers/hoggy-bear-4619.html,unknown,Unknown,male,
"[""Hojine""]",/wrestlers/hojine-12659.html,unknown,,male,
"[""Hokkaido""]",/wrestlers/hokkaido-899.html,Mar 18th 1980,"Ishikari, Hokkaido",male,
"[""Holden Albright""]",/wrestlers/holden-albright-12493.html,unknown,,male,
"[""Holidead""]",/wrestlers/holidead-12837.html,unknown,"Cleveland, Ohio",female,
"[""Holly Blossom""]",/wrestlers/holly-blossom-7865.html,Feb 18th 1988,"Stockport, England",female,
"[""Holly Renee""]",/wrestlers/holly-renee-11621.html,Jan 12th 1986,"Modesto, California",female,
"[""Holly Wood""]",/wrestlers/holly-wood-5457.html,Nov 21st 1980,"Beverly Hills, California",female,
"[""Hollywood""]",/wrestlers/hollywood-754.html,unknown,Unknown,male,
"[""Hollywood""]",/wrestlers/hollywood-5501.html,unknown,Unknown,male,
"[""Hollywood Chuck Hogan""]",/wrestlers/hollywood-chuck-hogan-887.html,Jun 6th 1974,"Louisville, Kentucky",male,
"[""Hollywood Chuck Hogan""]",/wrestlers/hollywood-chuck-hogan-4159.html,unknown,"Detroit, Michigan",male,
"[""Hollywood Hogan""]",/wrestlers/hollywood-hogan-19.html,Aug 11th 1953,"Augusta, Georgia",male,
"[""Hollywood Hubie""]",/wrestlers/hollywood-hubie-1597.html,unknown,Unknown,male,
"[""Hollywood JDT""]",/wrestlers/hollywood-jdt-10258.html,Nov 6th 1983,"Greeley, Colorado",male,
"[""Hollywood Little""]",/wrestlers/hollywood-little-754.html,unknown,Unknown,male,
"[""Hollywood Nova""]",/wrestlers/hollywood-nova-416.html,Jun 5th 1972,"Toms River, New Jersey",male,
"[""Hollywood Stalker Ichikawa""]",/wrestlers/hollywood-stalker-ichikawa-5174.html,Oct 12th 1974,"Unknown, Unknown",male,
"[""Hombre Bala Jr.""]",/wrestlers/hombre-bala-jr-12405.html,Aug 8th 1991,"Ciudad Nezahualcoyotl, Mexico State",male,
"[""Hombre de Lobo""]",/wrestlers/hombre-de-lobo-7255.html,unknown,Unknown,male,
"[""Hombre De Oro""]",/wrestlers/hombre-de-oro-2057.html,unknown,"Miami, Florida",male,
"[""Hombre Montana""]",/wrestlers/hombre-montana-13048.html,Oct 30th 1913,"Unknown, Unknown",male,
"[""Hombre Sin Nombre""]",/wrestlers/hombre-sin-nombre-6841.html,Oct 25th 1978,"Guadalajara, Jalisco",male,
"[""Homeboy""]",/wrestlers/homeboy-1405.html,unknown,"Unknown, Unknown",male,
"[""Homeless Jimmy""]",/wrestlers/homeless-jimmy-2627.html,unknown,Unknown,male,
"[""Homer""]",/wrestlers/homer-10784.html,unknown,Unknown,male,
"[""Homicide""]",/wrestlers/homicide-2771.html,unknown,"Unknown, Georgia",male,
"[""Homicide""]",/wrestlers/homicide-922.html,Mar 20th 1977,"New York, New York",male,
"[""Homo-Cydal""]",/wrestlers/homo-cydal-10369.html,unknown,Unknown,male,
"[""Honey Nut""]",/wrestlers/honey-nut-15201.html,unknown,,unspecified,
"[""Hong Kong Lee""]",/wrestlers/hong-kong-lee-8757.html,unknown,"La Patrona, Veracruz",male,
"[""Honkey Kong""]",/wrestlers/honkey-kong-9169.html,unknown,Unknown,male,
"[""Honky Tonk Man""]",/wrestlers/honky-tonk-man-73.html,Jan 25th 1953,"Memphis, Tennessee",male,
"[""Honky Tonk Wayne""]",/wrestlers/honky-tonk-wayne-73.html,Jan 25th 1953,"Memphis, Tennessee",male,
"[""Honoo Shuichi""]",/wrestlers/honoo-shuichi-9198.html,unknown,"Unknown, Unknown",male,
"[""Hoodie""]",/wrestlers/hoodie-13228.html,unknown,,male,
"[""Hook Bomberry""]",/wrestlers/hook-bomberry-2861.html,unknown,"Davis, California",male,
"[""Hook Brooks""]",/wrestlers/hook-brooks-4498.html,Feb 8th 1986,"Livonia, Michigan",male,
"[""Hooligan""]",/wrestlers/hooligan-2989.html,Jan 11th 1972,"Gomez Palacio, Durango",male,
"[""Hope""]",/wrestlers/hope-11906.html,Jun 7th 1992,"Hope, Michigan",female,
"[""Horace""]",/wrestlers/horace-736.html,Oct 21st 1965,"Tampa, Florida",male,
"[""Horace Boulder""]",/wrestlers/horace-boulder-736.html,Oct 21st 1965,"Tampa, Florida",male,
"[""Horace Hogan""]",/wrestlers/horace-hogan-736.html,Oct 21st 1965,"Tampa, Florida",male,
"[""Horace The Psychopath""]",/wrestlers/horace-the-psychopath-2063.html,unknown,"Unknown, Unknown",male,
"[""Horiguchi""]",/wrestlers/horiguchi-1905.html,Sep 14th 1978,"Kumamoto, Kumamoto",male,
"[""Horizon""]",/wrestlers/horizon-13240.html,unknown,"Unknown, Aichi",male,
"[""Hormo DeMexicano""]",/wrestlers/hormo-demexicano-10478.html,unknown,Unknown,male,
"[""Hornet""]",/wrestlers/hornet-5539.html,Sep 30th 1984,"Toronto, Ontario",male,
"[""Hornswagglin' Hillbilly""]",/wrestlers/hornswagglin39-hillbilly-1432.html,unknown,"Unknown, Florida",male,
"[""Hornswoggle""]",/wrestlers/hornswoggle-715.html,May 29th 1986,"Oshkosh, Wisconsin",male,
"[""Horrorshow""]",/wrestlers/horrorshow-3082.html,unknown,Unknown,male,
"[""Horshu""]",/wrestlers/horshu-399.html,Sep 22nd 1971,"New York, New York",male,
"[""Horst Hoffman""]",/wrestlers/horst-hoffman-5178.html,unknown,"Unknown, Unknown",male,
"[""Hoshino""]",/wrestlers/hoshino-6240.html,Jul 5th 1975,"Fujimi, Saitama",male,
"[""Hoss""]",/wrestlers/hoss-1197.html,unknown,"Cincinnati, Ohio",male,
"[""Hoss Funk""]",/wrestlers/hoss-funk-59.html,Feb 3rd 1942,"Hammond, Indiana",male,
"[""Hoss Hagood""]",/wrestlers/hoss-hagood-10688.html,Jan 14th 1981,"Columbia, Maryland",male,
"[""Hoss Hogg""]",/wrestlers/hoss-hogg-10569.html,unknown,"Tyler, Texas",male,
"[""Hoss James""]",/wrestlers/hoss-james-2199.html,unknown,"Unknown, Unknown",male,Deceased
"[""Hoss Sutton""]",/wrestlers/hoss-sutton-10569.html,unknown,"Tyler, Texas",male,
"[""Hot Cop""]",/wrestlers/hot-cop-8731.html,unknown,"Unknown, England",male,
"[""Hot Man""]",/wrestlers/hot-man-15322.html,unknown,"Unknown, Unknown",male,
"[""Hot Young Briley""]",/wrestlers/hot-young-briley-7323.html,Nov 4th 1984,"Cleveland, Ohio",male,
"[""Hotdog Starkes""]",/wrestlers/hotdog-starkes-11318.html,unknown,Unknown,male,
"[""Hotstuff Hernandez""]",/wrestlers/hotstuff-hernandez-902.html,Feb 11th 1973,"Houston, Texas",male,
"[""Houdini""]",/wrestlers/houdini-12563.html,unknown,,male,
"[""Hous Blazer""]",/wrestlers/hous-blazer-12684.html,unknown,,male,
"[""House""]",/wrestlers/house-14765.html,unknown,,male,
"[""Houston Carson""]",/wrestlers/houston-carson-9621.html,Nov 10th 1987,"Austin, Texas",male,
"[""Howard Finkel""]",/wrestlers/howard-finkel-3160.html,Jun 7th 1950,"New York, New York",male,
"[""Howard Nailey""]",/wrestlers/howard-nailey-9086.html,unknown,Unknown,male,
"[""Howard Stern""]",/wrestlers/howard-stern-5978.html,Jan 12th 1954,"Jackson Heights, New York",male,
"[""Howie Dewitt""]",/wrestlers/howie-dewitt-3259.html,Apr 22nd 1986,"Murray, Kentucky",male,
"[""Howie Timberche""]",/wrestlers/howie-timberche-13807.html,unknown,,male,
"[""Huberboy #2""]",/wrestlers/huberboy-2-3461.html,Dec 16th 1979,"Rochester, New York",male,
"[""Hubert Numrich""]",/wrestlers/hubert-numrich-4882.html,Dec 19th 1960,"Unknown, Unknown",male,
"[""Hubie Volk""]",/wrestlers/hubie-volk-11033.html,unknown,Unknown,male,
"[""Hudson Envy""]",/wrestlers/hudson-envy-9918.html,unknown,"Wichita, Kansas",female,
"[""Hugh Morrus""]",/wrestlers/hugh-morrus-336.html,Nov 10th 1966,"Titusville, Florida",male,
"[""Hugh Rogue""]",/wrestlers/hugh-rogue-4353.html,unknown,"Unknown, Texas",male,
"[""Hugo Knox""]",/wrestlers/hugo-knox-10849.html,May 22nd 1985,"Unknown, England",male,
"[""Hugo Savinovich""]",/wrestlers/hugo-savinovich-5250.html,Feb 15th 1959,"Guayaquil, Guayas",male,
"[""Huichol""]",/wrestlers/huichol-12289.html,unknown,"Unknown, Unknown",male,
"[""Headbanger Thrasher""]",/wrestlers/headbanger-thrasher-233.html,Jun 13th 1969,"Mount Laurel Township, New Jersey",male,
"[""Headbutt Hari""]",/wrestlers/headbutt-hari-15116.html,unknown,,male,
"[""Headhunter #1""]",/wrestlers/headhunter-1-610.html,unknown,"North Port, Florida",male,
"[""Headhunter #2""]",/wrestlers/headhunter-2-7211.html,unknown,"Charlotte, North Carolina",male,
"[""Headhunter A""]",/wrestlers/headhunter-a-203.html,Aug 11th 1968,"Unknown, Unknown",male,
"[""Headhunter B""]",/wrestlers/headhunter-b-204.html,Aug 11th 1968,"Unknown, Unknown",male,
"[""Headrush""]",/wrestlers/headrush-11275.html,unknown,Unknown,male,
"[""Heartbreaker""]",/wrestlers/heartbreaker-6209.html,Jul 24th 1974,"Philadelphia, Pennsylvania",male,
"[""Heartbreaker Adonis""]",/wrestlers/heartbreaker-adonis-1298.html,Oct 30th 1969,"Bossier City, Louisiana",male,
"[""Heat""]",/wrestlers/heat-925.html,Nov 29th 1972,"Komaki, Aichi",male,
"[""Heat Sika""]",/wrestlers/heat-sika-10260.html,Oct 1st 1981,"Colorado Springs, Colorado",male,
"[""Heath Hatton""]",/wrestlers/heath-hatton-8816.html,unknown,"Norris City, Illinois",male,
"[""Heath Herring""]",/wrestlers/heath-herring-8801.html,Mar 2nd 1978,"Waco, Texas",male,
"[""Heath Miller""]",/wrestlers/heath-miller-3407.html,Jul 15th 1983,"Pineville, West Virginia",male,
"[""Heath Slater""]",/wrestlers/heath-slater-3407.html,Jul 15th 1983,"Pineville, West Virginia",male,
"[""Heather Lynn""]",/wrestlers/heather-lynn-10011.html,unknown,Unknown,female,
"[""Heather Monroe""]",/wrestlers/heather-monroe-13179.html,May 3rd 1990,"Altoona, Iowa",female,
"[""Heather Owens""]",/wrestlers/heather-owens-4496.html,unknown,"Cincinnati, Ohio",female,
"[""Heather Patera""]",/wrestlers/heather-patera-5428.html,May 15th 1980,"Golden Valley, Minnesota",female,
"[""Heavy D""]",/wrestlers/heavy-d-181.html,Oct 22nd 1961,"Apopka, Florida",male,
"[""Heavy Dracula""]",/wrestlers/heavy-dracula-6850.html,Jan 4th 1974,"Toluca, Mexico State",male,
"[""Heavy Metal""]",/wrestlers/heavy-metal-223.html,Oct 4th 1970,"Mexico City, Federal District",male,
"[""Hebikage""]",/wrestlers/hebikage-4760.html,unknown,Unknown,male,
"[""Hebrew Hammer""]",/wrestlers/hebrew-hammer-6577.html,Jan 19th 1984,"Unknown, Unknown",male,
"[""Hecatombe""]",/wrestlers/hecatombe-4835.html,Dec 12th 1956,"Unknown, Unknown",male,
"[""Hechicero""]",/wrestlers/hechicero-12452.html,unknown,"Monterrey, Nuevo León",male,
"[""Hector Canales""]",/wrestlers/hector-canales-10020.html,unknown,Unknown,male,
"[""Hector Feroz""]",/wrestlers/hector-feroz-4610.html,unknown,Unknown,male,
"[""Hector Garza""]",/wrestlers/hector-garza-219.html,Jun 12th 1969,"Monterrey, Nuevo León",male,Deceased
"[""Hector Garza Jr.""]",/wrestlers/hector-garza-jr-12359.html,Sep 23rd 1992,"Monterrey, Nuevo León",male,
"[""Hector Guerrero""]",/wrestlers/hector-guerrero-323.html,Oct 1st 1954,"Mexico City, Federal District",male,
"[""Hector Kunsman""]",/wrestlers/hector-kunsman-14722.html,unknown,,male,
"[""Hector Perfecto""]",/wrestlers/hector-perfecto-14722.html,unknown,,male,
"[""Hector Salsario""]",/wrestlers/hector-salsario-15109.html,unknown,,male,
"[""Heddi Karaoui""]",/wrestlers/heddi-karaoui-7351.html,Nov 1st 1983,"Aix-en-Provence, Var",male,
"[""Heidenreich""]",/wrestlers/heidenreich-415.html,Jun 28th 1972,"Los Angeles, California",male,
"[""Heidi""]",/wrestlers/heidi-9161.html,Jan 9th 1991,"Edwardsburg, Michigan",female,
"[""Heidi Douglas""]",/wrestlers/heidi-douglas-9161.html,Jan 9th 1991,"Edwardsburg, Michigan",female,
"[""Heidi Katrina""]",/wrestlers/heidi-katrina-13226.html,unknown,"London, England",female,
"[""Heidi Lee Morgan""]",/wrestlers/heidi-lee-morgan-3154.html,Jun 29th 1967,Unknown,female,
"[""Heidi Lovelace""]",/wrestlers/heidi-lovelace-9161.html,Jan 9th 1991,"Edwardsburg, Michigan",female,
"[""Heimo Ukonselka""]",/wrestlers/heimo-ukonselka-6406.html,unknown,"Helsinki, Greater Helsinki",male,
"[""Heinrich Franz Keller""]",/wrestlers/heinrich-franz-keller-7668.html,unknown,Unknown,male,Deceased
"[""Heinrich von Keller""]",/wrestlers/heinrich-von-keller-7668.html,unknown,Unknown,male,Deceased
"[""Helen Vale""]",/wrestlers/helen-vale-12853.html,unknown,,female,
"[""Helena Heavenly""]",/wrestlers/helena-heavenly-7609.html,Feb 19th 1976,"Reno, Nevada",female,
